"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Place of Death"	"Place of Death Code"	"ICD Chapter"	"ICD Chapter Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	Crude Rate
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the nervous system"	"G00-G98"	"Inflammatory diseases of the central nervous system"	"G00-G09"	27	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the nervous system"	"G00-G98"	"Systemic atrophies primarily affecting the central nervous system"	"G10-G14"	398	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the nervous system"	"G00-G98"	"Extrapyramidal and movement disorders"	"G20-G25"	25	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the nervous system"	"G00-G98"	"Other degenerative diseases of the nervous system"	"G30-G31"	83	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the nervous system"	"G00-G98"	"Demyelinating diseases of the central nervous system"	"G35-G37"	196	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the nervous system"	"G00-G98"	"Episodic and paroxysmal disorders"	"G40-G47"	197	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the nervous system"	"G00-G98"	"Nerve, nerve root and plexus disorders"	"G50-G58"	1	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the nervous system"	"G00-G98"	"Polyneuropathies and other disorders of the peripheral nervous system"	"G60-G64"	18	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the nervous system"	"G00-G98"	"Diseases of myoneural junction and muscle"	"G70-G72"	61	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the nervous system"	"G00-G98"	"Cerebral palsy and other paralytic syndromes"	"G80-G83"	75	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the nervous system"	"G00-G98"	"Other disorders of the nervous system"	"G90-G98"	45	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the circulatory system"	"I00-I99"	"Acute rheumatic fever"	"I00-I02"	1	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the circulatory system"	"I00-I99"	"Chronic rheumatic heart diseases"	"I05-I09"	17	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the circulatory system"	"I00-I99"	"Hypertensive diseases"	"I10-I15"	3031	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the circulatory system"	"I00-I99"	"Ischaemic heart diseases"	"I20-I25"	8190	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the circulatory system"	"I00-I99"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	273	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the circulatory system"	"I00-I99"	"Other forms of heart disease"	"I30-I51"	2460	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the circulatory system"	"I00-I99"	"Cerebrovascular diseases"	"I60-I69"	579	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the circulatory system"	"I00-I99"	"Diseases of arteries, arterioles and capillaries"	"I70-I78"	225	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the circulatory system"	"I00-I99"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	159	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the circulatory system"	"I00-I99"	"Other and unspecified disorders of the circulatory system"	"I95-I99"	7	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the respiratory system"	"J00-J98"	"Acute upper respiratory infections"	"J00-J06"	4	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the respiratory system"	"J00-J98"	"Influenza and pneumonia"	"J09-J18"	242	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the respiratory system"	"J00-J98"	"Other acute lower respiratory infections"	"J20-J22"	8	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the respiratory system"	"J00-J98"	"Other diseases of upper respiratory tract"	"J30-J39"	7	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the respiratory system"	"J00-J98"	"Chronic lower respiratory diseases"	"J40-J47"	1857	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the respiratory system"	"J00-J98"	"Lung diseases due to external agents"	"J60-J70"	31	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the respiratory system"	"J00-J98"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	101	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the respiratory system"	"J00-J98"	"Suppurative and necrotic conditions of lower respiratory tract"	"J85-J86"	24	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the respiratory system"	"J00-J98"	"Other diseases of pleura"	"J90-J94"	2	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the respiratory system"	"J00-J98"	"Other diseases of the respiratory system"	"J96-J98"	100	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the digestive system"	"K00-K92"	"Diseases of oral cavity, salivary glands and jaws"	"K00-K14"	2	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the digestive system"	"K00-K92"	"Diseases of oesophagus, stomach and duodenum"	"K20-K31"	113	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the digestive system"	"K00-K92"	"Diseases of appendix"	"K35-K38"	5	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the digestive system"	"K00-K92"	"Hernia"	"K40-K46"	15	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the digestive system"	"K00-K92"	"Noninfective enteritis and colitis"	"K50-K52"	41	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the digestive system"	"K00-K92"	"Other diseases of intestines"	"K55-K63"	60	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the digestive system"	"K00-K92"	"Diseases of peritoneum"	"K65-K66"	22	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the digestive system"	"K00-K92"	"Diseases of liver"	"K70-K76"	2468	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the digestive system"	"K00-K92"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	128	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the digestive system"	"K00-K92"	"Other diseases of the digestive system"	"K90-K92"	121	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"Infections of the skin and subcutaneous tissue"	"L00-L08"	12	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"Papulosquamous disorders"	"L40-L44"	2	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"Other disorders of the skin and subcutaneous tissue"	"L80-L98"	16	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Arthropathies"	"M00-M25"	20	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Systemic connective tissue disorders"	"M30-M35"	112	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Dorsopathies"	"M40-M54"	13	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Soft tissue disorders"	"M60-M79"	9	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Osteopathies and chondropathies"	"M80-M94"	12	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the genitourinary system"	"N00-N98"	"Glomerular diseases"	"N00-N07"	8	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the genitourinary system"	"N00-N98"	"Renal tubulo-interstitial diseases"	"N10-N15"	19	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the genitourinary system"	"N00-N98"	"Renal failure"	"N17-N19"	317	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the genitourinary system"	"N00-N98"	"Urolithiasis"	"N20-N23"	1	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the genitourinary system"	"N00-N98"	"Other disorders of kidney and ureter"	"N25-N28"	18	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the genitourinary system"	"N00-N98"	"Other diseases of urinary system"	"N30-N39"	10	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the genitourinary system"	"N00-N98"	"Diseases of male genital organs"	"N40-N50"	4	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Diseases of the genitourinary system"	"N00-N98"	"Noninflammatory disorders of female genital tract"	"N80-N98"	3	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"	"O10-O16"	6	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Other maternal disorders predominantly related to pregnancy"	"O20-O29"	16	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Complications predominantly related to the puerperium"	"O85-O92"	1	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Other obstetric conditions, not elsewhere classified"	"O95-O99"	41	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Newborn affected by maternal factors and by complications of pregnancy, labour and delivery"	"P00-P04"	1	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Respiratory and cardiovascular disorders specific to the perinatal period"	"P20-P29"	1	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Certain conditions originating in the perinatal period"	"P00-P96"	"Infections specific to the perinatal period"	"P35-P39"	1	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Congenital malformations of the nervous system"	"Q00-Q07"	15	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Congenital malformations of the circulatory system"	"Q20-Q28"	55	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Congenital malformations of the respiratory system"	"Q30-Q34"	1	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations of the digestive system"	"Q38-Q45"	4	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Congenital malformations of the urinary system"	"Q60-Q64"	14	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Congenital malformations and deformations of the musculoskeletal system"	"Q65-Q79"	5	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Other congenital malformations"	"Q80-Q89"	20	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	101	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Symptoms and signs involving the circulatory and respiratory systems"	"R00-R09"	45	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Symptoms and signs involving the digestive system and abdomen"	"R10-R19"	2	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Symptoms and signs involving the nervous and musculoskeletal systems"	"R25-R29"	2	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"General symptoms and signs"	"R50-R68"	147	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Abnormal findings on examination of blood, without diagnosis"	"R70-R79"	2	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Abnormal findings on diagnostic imaging and in function studies, without diagnosis"	"R90-R94"	1	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"Ill-defined and unknown causes of mortality"	"R95-R99"	856	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Transport accidents"	"V01-V99"	82	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Other external causes of accidental injury"	"W00-X59"	7394	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Intentional self-harm"	"X60-X84"	5137	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Assault"	"X85-Y09"	615	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Event of undetermined intent"	"Y10-Y34"	447	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Legal intervention and operations of war"	"Y35-Y36"	27	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Complications of medical and surgical care"	"Y40-Y84"	32	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Decedent's home"	"4"	"External causes of morbidity and mortality"	"V01-Y89"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	99	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Hospice facility"	"5"	"Certain infectious and parasitic diseases"	"A00-B99"	"Intestinal infectious diseases"	"A00-A09"	10	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Hospice facility"	"5"	"Certain infectious and parasitic diseases"	"A00-B99"	"Tuberculosis"	"A16-A19"	2	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Hospice facility"	"5"	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial diseases"	"A30-A49"	69	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Hospice facility"	"5"	"Certain infectious and parasitic diseases"	"A00-B99"	"Viral infections of the central nervous system"	"A80-A89"	16	Not Applicable	Not Applicable
	"45-54 years"	"45-54"	"Hospice facility"	"5"	"Certain infectious and parasitic diseases"	"A00-B99"	"Viral infections characterized by skin and mucous membrane lesions"	"B00-B09"	2	Not Applicable	Not Applicable
